Season,Team1,Team2,Win,AvgWinMargin1,AvgLoseMargin1,TwoPointPct1,ThreePointPct1,FreeThrowPct1,OffensiveRebounds1,DefensiveRebounds1,Rank1,AvgWinMargin2,AvgLoseMargin2,TwoPointPct2,ThreePointPct2,FreeThrowPct2,OffensiveRebounds2,DefensiveRebounds2,Rank2
2003,1411,1421,0,9.0556,8.6667,0.51118667,0.32141000,0.61375333,13.1667,24.8000,239.2812957763672,6.3846,18.3125,0.46952414,0.36349655,0.76614483,12.2759,23.1724,240.3437957763672
2003,1112,1436,1,17.2800,4.3333,0.51266429,0.35105357,0.70116071,15.1786,27.6429,2.676500082015991,12.0526,9.4000,0.48345517,0.35792414,0.64971034,12.9655,25.7241,153.125
2003,1113,1272,1,17.3889,10.5455,0.52536897,0.32837241,0.67567241,13.6897,23.3103,36,12.6957,6.6667,0.48462759,0.34343793,0.62829655,14.0690,25.9655,21.705900192260742
2003,1141,1166,1,11.1739,13.3333,0.57338966,0.37747931,0.76274483,10.5862,23.2759,45.6875,17.7931,6.0000,0.55928788,0.38491818,0.68971212,10.8788,23.1818,20.735300064086914
2003,1143,1301,1,10.3810,10.1250,0.50193793,0.37593103,0.68863103,11.2414,24.3793,36.40629959106445,15.0556,11.5833,0.53286333,0.35056000,0.77814667,9.7333,22.0333,50.3125
2003,1140,1163,0,14.6522,8.1250,0.51082903,0.38094516,0.75325484,10.8710,24.4194,28.593799591064453,16.9048,10.6667,0.50367000,0.38692667,0.66988667,14.7667,27.9000,27.5
2003,1161,1181,0,11.4118,11.8462,0.54917667,0.36046000,0.69752333,10.8000,23.4667,83.03130340576172,16.4167,7.8333,0.50524333,0.36560000,0.69548333,13.7667,23.1000,10.705900192260742
2003,1153,1211,0,14.1765,7.0909,0.43485714,0.35247857,0.68561429,12.1429,23.3929,42.4375,14.1739,6.3750,0.51884194,0.36994839,0.71792258,11.9355,25.3226,43.09379959106445
2003,1228,1443,1,18.8333,5.1667,0.54769000,0.37230333,0.72000000,9.7333,25.4000,10.5,13.6087,13.2500,0.52125484,0.36850323,0.66090000,12.1613,23.2581,56.0625
2003,1242,1429,1,22.0000,8.1429,0.53023667,0.34063667,0.66163667,14.3000,26.9000,5.970600128173828,10.3182,6.3750,0.49570667,0.32339667,0.70735333,12.6333,22.3667,90.34380340576172
2003,1221,1266,0,15.0800,13.5000,0.49635862,0.36232069,0.70110690,12.0690,24.3103,65.21880340576172,14.8261,8.2000,0.52128214,0.39126071,0.77849286,13.1071,24.0714,12.82349967956543
2003,1281,1356,1,13.2857,11.5000,0.48921290,0.35903226,0.65013548,13.4839,25.9032,22.8528995513916,10.6667,10.5000,0.50584333,0.39485000,0.69939333,10.8333,22.4667,46.53129959106445
2003,1323,1454,1,15.8636,8.1111,0.49225806,0.38405161,0.74136129,11.3871,26.8710,22.117599487304688,12.3913,10.0000,0.54728667,0.36105000,0.68626000,11.5333,23.0000,48.15629959106445
2003,1328,1354,1,15.5417,7.1667,0.47066333,0.39122333,0.71435333,12.1333,24.9667,6.117599964141846,9.5500,14.5000,0.50741333,0.33161000,0.69671000,12.9667,24.2667,209.5625
2003,1360,1390,0,11.6471,10.0909,0.51669643,0.38152500,0.65704286,11.5357,26.3571,81.46880340576172,10.3478,9.2500,0.49010645,0.36164516,0.67151935,13.7419,25.1290,24.235300064086914
2003,1173,1409,0,9.6250,8.6000,0.50894138,0.36289655,0.71295862,13.4828,23.1724,21.67650032043457,14.1364,6.1111,0.50951290,0.35215806,0.72967742,11.1613,25.8065,57.09379959106445
2003,1451,1458,0,9.4400,8.0000,0.53465517,0.33609655,0.73397241,10.3448,22.7586,58.09379959106445,18.2727,7.5714,0.51644138,0.35894828,0.73181034,10.3103,22.5517,19.794099807739258
2003,1120,1386,1,16.1579,15.5455,0.51939333,0.35566000,0.65266667,11.9333,22.5667,43.9375,16.0435,6.6667,0.50341379,0.36294138,0.67354483,11.1724,24.1379,24.5
2003,1139,1280,1,11.5000,10.8000,0.53986552,0.39072759,0.71522414,7.8276,20.3793,41.0625,17.1905,6.7778,0.52246333,0.34560333,0.66695000,12.6667,24.6000,16.6471004486084
2003,1196,1358,1,15.9583,5.0000,0.53058065,0.39189032,0.69672903,10.8065,24.2581,9.82349967956543,10.9048,8.8333,0.50256667,0.36180741,0.69986296,10.7778,25.9630,116.90630340576172
2003,1104,1231,0,13.1765,9.4545,0.47120000,0.32543571,0.70517143,13.5714,23.9286,38.03129959106445,12.5500,11.5000,0.48339688,0.34386250,0.70464375,11.2188,25.6250,41.40629959106445
2003,1237,1246,0,10.9474,13.9231,0.51703750,0.34032188,0.69792813,11.6875,20.9063,150.0937957763672,16.0690,12.0000,0.54158438,0.34910625,0.70965938,12.8750,24.1563,1.2647000551223755
2003,1122,1257,0,7.8500,14.7143,0.50486667,0.35353704,0.68229630,10.6296,24.2222,94.96880340576172,18.3333,6.5000,0.52063333,0.35923000,0.69100333,13.2000,25.1000,10.029399871826172
2003,1268,1423,1,23.9474,7.2222,0.48902500,0.40078571,0.68858929,13.7500,26.7500,25.882400512695312,16.9583,9.0000,0.50724000,0.36546333,0.67492667,9.9667,23.1333,52.09379959106445
2003,1160,1277,0,14.0000,10.0909,0.48632258,0.33029032,0.67470968,14.4839,27.9677,39.84379959106445,14.7895,7.2500,0.48444194,0.36442903,0.71491935,10.6774,24.2581,34.8125
2003,1329,1335,1,13.8000,9.6667,0.46863448,0.35904483,0.64984483,12.3793,24.0690,27.090900421142578,15.6818,10.8000,0.51049630,0.42475556,0.68669630,9.3333,24.1852,52.5
2003,1338,1447,1,19.2692,7.0000,0.56933333,0.36534333,0.63984333,11.3000,25.3667,3.441200017929077,11.4286,11.3000,0.51219355,0.40816774,0.72383871,12.0000,22.3548,158.1562957763672
2003,1261,1345,0,20.1429,10.3000,0.53468387,0.37521935,0.64366129,10.6129,24.5161,26.6875,16.7778,12.0000,0.48181786,0.31842143,0.74737143,10.3929,23.4643,36.84379959106445
2003,1264,1393,0,12.3043,6.5000,0.49097931,0.34521034,0.78844138,11.3103,23.3103,61.375,14.4167,10.0000,0.51925862,0.33913103,0.68783103,14.3103,26.8966,13.088199615478516
2003,1400,1421,1,14.8182,6.8333,0.48490000,0.34921071,0.71565357,16.1786,26.1429,7.205900192260742,6.3846,18.3125,0.46952414,0.36349655,0.76614483,12.2759,23.1724,240.3437957763672
