Season,DayNum,Team,Opponent,Outcome,Score,OpponentScore,NumOT,WLoc,Season Type,holdout_s1,holdout_s2,AvgRank,OpponentAvgRank,TwoPointPct_Team,ThreePointPct_Team,FreeThrowPct_Team,OffensiveRebounds_Team,DefensiveRebounds_Team,TwoPointPct_Opponent,ThreePointPct_Opponent,FreeThrowPct_Opponent,OffensiveRebounds_Opponent,DefensiveRebounds_Opponent,WinPct,OpponentWinPct,WinPctDiff,AvgPointsFor,AvgPointsAgainst,AvgNetPointsFor,SeedDiff,OpponentAvgPointsFor,OpponentAvgPointsAgainst,OpponentAvgNetPointsFor,TourWins,OpponentTourWins,TourWinsDiff,cum_wins_v_opp,cum_games_v_opp,cum_winpct_v_opp,FieldGoalPct_Team,TwoPointAttPct_Team,ThreePointAttPct_Team,FieldGoalAtt_Team,TwoPointAtt_Team,ThreePointAtt_Team,FreeThrowAtt_Team,Assists_Team,Turnovers_Team,Steals_Team,Blocks_Team,PersonalFouls_Team,FieldGoalPct_Opponent,TwoPointAttPct_Opponent,ThreePointAttPct_Opponent,FieldGoalAtt_Opponent,TwoPointAtt_Opponent,ThreePointAtt_Opponent,FreeThrowAtt_Opponent,Assists_Opponent,Turnovers_Opponent,Steals_Opponent,Blocks_Opponent,PersonalFouls_Opponent,AvgRankDiff,AvgNetPointsForDiff,TwoPointPctDiff,ThreePointPctDiff,FreeThrowPctDiff,OffensiveReboundsDiff,DefensiveReboundsDiff,FieldGoalPctDiff,TwoPointAttPctDiff,ThreePointAttPctDiff,FieldGoalAttDiff,TwoPointAttDiff,ThreePointAttDiff,FreeThrowAttDiff,AssistsDiff,TurnoversDiff,StealsDiff,BlocksDiff,PersonalFoulsDiff
2003,134,1411,1421,0,84,92,1,N,NCAA Tourney,0,0,239.281,240.344,0.508988446937083,0.32188721160386,0.613070003966235,13.2758620689655,24.6206896551724,0.468437138174355,0.364571228711338,0.762398356959826,12.25,23.0,0.6,0.448276,0.151724,72.8,70.8333,1.96667,0,71.2069,78.4483,-7.24138,0.0,0.0,0.0,0.0,0.0,,0.446804,0.662355,0.337645,55.3448,36.6552,18.6897,28.0,13.9655,15.4138,6.51724,2.24138,18.2414,0.432215,0.68134,0.31866,56.75,38.75,18.0,20.5714,12.9643,16.3214,7.0,2.92857,19.0714,-1.0629999999999882,9.20805,0.040551308762728,-0.04268401710747799,-0.14932835299359104,1.0258620689655,1.6206896551723986,0.014588999999999963,-0.01898499999999992,0.018984999999999974,-1.4052000000000007,-2.0947999999999993,0.6896999999999984,7.428599999999999,1.0012000000000008,-0.9076000000000004,-0.48275999999999986,-0.6871900000000002,-0.8300000000000018
2003,134,1421,1411,1,92,84,1,N,NCAA Tourney,0,0,240.344,239.281,0.468437138174355,0.364571228711338,0.762398356959826,12.25,23.0,0.508988446937083,0.32188721160386,0.613070003966235,13.2758620689655,24.6206896551724,0.448276,0.6,-0.151724,71.2069,78.4483,-7.24138,0,72.8,70.8333,1.96667,0.0,0.0,0.0,0.0,0.0,,0.432215,0.68134,0.31866,56.75,38.75,18.0,20.5714,12.9643,16.3214,7.0,2.92857,19.0714,0.446804,0.662355,0.337645,55.3448,36.6552,18.6897,28.0,13.9655,15.4138,6.51724,2.24138,18.2414,1.0629999999999882,-9.20805,-0.040551308762728,0.04268401710747799,0.14932835299359104,-1.0258620689655,-1.6206896551723986,-0.014588999999999963,0.01898499999999992,-0.018984999999999974,1.4052000000000007,2.0947999999999993,-0.6896999999999984,-7.428599999999999,-1.0012000000000008,0.9076000000000004,0.48275999999999986,0.6871900000000002,0.8300000000000018
2003,136,1173,1409,0,71,84,0,N,NCAA Tourney,0,0,21.6765,57.0938,0.506928253838704,0.362763616125321,0.709845116642237,13.3571428571429,23.2857142857143,0.51176686378768,0.350571890942447,0.728741491280914,11.0,25.9,0.827586,0.709677,0.117909,72.7931,66.3103,6.48276,-9,73.5161,65.2581,8.25806,1.0,10.0,-9.0,0.0,0.0,,0.452392,0.620493,0.379507,54.25,33.7143,20.5357,22.7143,15.0357,13.3929,5.46429,2.96429,17.7857,0.462927,0.675535,0.324465,57.1667,38.5667,18.6,18.9333,14.8667,14.3,7.5,4.9,17.2333,-35.4173,-1.7753000000000005,-0.004838609948976003,0.01219172518287398,-0.018896374638676994,2.3571428571429003,-2.6142857142856997,-0.010534999999999961,-0.055042000000000035,0.05504199999999998,-2.9166999999999987,-4.852399999999996,1.935699999999997,3.7810000000000024,0.16900000000000048,-0.9071000000000016,-2.03571,-1.9357100000000003,0.5523999999999987
2003,136,1181,1161,1,67,57,0,N,NCAA Tourney,0,0,10.7059,83.0312,0.506986070321722,0.364708224343732,0.691249633896438,13.8965517241379,23.0344827586207,0.546094636262296,0.361400955366472,0.69743174401822,11.0689655172414,23.5172413793103,0.8,0.566667,0.233333,81.9667,70.4,11.5667,-11,74.0,72.6667,1.33333,58.0,1.0,57.0,0.0,0.0,,0.460629,0.662042,0.337958,60.4828,39.9655,20.5172,27.8966,13.931,14.1724,8.51724,5.17241,21.2759,0.505483,0.77402,0.22598,52.3448,40.6897,11.6552,24.7586,15.5517,16.2414,5.34483,4.24138,20.6552,-72.3253,10.23337,-0.03910856594057399,0.003307268977260025,-0.006182110121781936,2.8275862068965,-0.48275862068959796,-0.044854000000000005,-0.11197800000000002,0.111978,8.137999999999998,-0.7242000000000033,8.861999999999998,3.137999999999998,-1.6207000000000011,-2.068999999999999,3.1724099999999993,0.9310299999999998,0.6206999999999994
2003,136,1211,1153,1,74,69,0,N,NCAA Tourney,0,0,43.0938,42.4375,0.51760807180681,0.374437401083899,0.720280346691039,12.0,25.4333333333333,0.435362995081472,0.354643722816499,0.683720504529639,12.1851851851852,23.2962962962963,0.741935,0.607143,0.134793,77.0645,68.1936,8.87097,1,67.3214,61.5,5.82143,7.0,18.0,-11.0,0.0,0.0,,0.471348,0.652698,0.347302,55.5333,36.4,19.1333,24.9,15.8333,14.4667,6.83333,3.43333,18.5,0.406655,0.654214,0.345786,56.7407,37.1481,19.5926,21.6296,12.2593,10.6667,5.25926,4.07407,19.1481,0.6563000000000017,3.0495399999999995,0.08224507672533798,0.019793678267400028,0.03655984216140007,-0.18518518518519933,2.1370370370370004,0.064693,-0.0015159999999999618,0.0015160000000000173,-1.2073999999999998,-0.7481000000000009,-0.4593000000000025,3.2703999999999986,3.574,3.799999999999999,1.5740699999999999,-0.6407399999999996,-0.6480999999999995
2003,136,1221,1266,0,68,72,0,N,NCAA Tourney,0,0,65.2188,12.8235,0.488957552858593,0.36336742769737,0.705954353731237,12.0,24.4642857142857,0.522589795714407,0.390164265718101,0.772248450328653,13.037037037037,24.1111111111111,0.862069,0.821429,0.0406404,69.3448,58.2069,11.1379,11,78.3929,67.6786,10.7143,0.0,3.0,-3.0,0.0,0.0,,0.456518,0.723478,0.276522,52.8929,38.3571,14.5357,22.1071,15.2143,13.9286,8.03571,4.60714,18.5,0.485479,0.731261,0.268739,56.3333,41.2222,15.1111,23.7778,16.4444,12.963,6.14815,3.7037,18.5926,52.395300000000006,0.4236000000000004,-0.03363224285581401,-0.026796838020730962,-0.06629409659741592,-1.0370370370370008,0.35317460317460103,-0.028961000000000015,-0.007783000000000095,0.007782999999999984,-3.440400000000004,-2.865099999999998,-0.5754000000000001,-1.6707,-1.230100000000002,0.9656000000000002,1.8875599999999997,0.9034400000000002,-0.0926000000000009
2003,136,1228,1443,1,65,60,0,N,NCAA Tourney,0,0,10.5,56.0625,0.551052319022216,0.370626031443677,0.720484376107945,9.6551724137931,25.3448275862069,0.523071906149139,0.370790902976904,0.65792893556311,12.2,23.1666666666667,0.8,0.741935,0.0580645,75.4333,61.4,14.0333,-9,73.0968,66.4194,6.67742,17.0,5.0,12.0,0.0,0.0,,0.486492,0.637236,0.362764,55.6897,35.4828,20.2069,19.1724,18.3448,13.3103,7.06897,3.10345,19.2069,0.466775,0.629419,0.370581,56.1,35.0333,21.0667,21.0,14.3333,15.0667,6.83333,3.6,18.5667,-45.5625,7.355880000000001,0.027980412873076954,-0.00016487153322697345,0.06255544054483497,-2.5448275862068996,2.1781609195402005,0.019716999999999985,0.007817000000000074,-0.007817000000000018,-0.41029999999999944,0.44950000000000045,-0.8597999999999999,-1.8276000000000003,4.0115,-1.756400000000001,0.23564000000000007,-0.49655000000000005,0.6402000000000001
2003,136,1242,1429,1,64,61,0,N,NCAA Tourney,0,0,5.97059,90.3438,0.534416445871721,0.345923995211851,0.657459628785731,14.2413793103448,26.9310344827586,0.498019777644981,0.317314895553659,0.712931210074976,12.5862068965517,22.2413793103448,0.766667,0.733333,0.0333333,81.3333,66.3667,14.9667,-13,65.9667,60.1,5.86667,42.0,1.0,41.0,0.0,0.0,,0.492069,0.777148,0.222852,62.3793,48.3103,14.069,24.1724,17.0345,14.9655,10.2414,4.93103,16.5517,0.456972,0.762153,0.237847,51.8276,39.4828,12.3448,20.5517,13.8966,12.2069,5.17241,1.96552,16.1724,-84.37321,9.10003,0.03639666822673998,0.028609099658192028,-0.0554715812892449,1.6551724137931014,4.689655172413801,0.03509699999999999,0.01499499999999998,-0.014995000000000008,10.551700000000004,8.8275,1.7242000000000015,3.6206999999999994,3.137900000000002,2.7586000000000013,5.06899,2.96551,0.37930000000000064
2003,136,1266,1221,1,72,68,0,N,NCAA Tourney,0,0,12.8235,65.2188,0.522589795714407,0.390164265718101,0.772248450328653,13.037037037037,24.1111111111111,0.488957552858593,0.36336742769737,0.705954353731237,12.0,24.4642857142857,0.821429,0.862069,-0.0406404,78.3929,67.6786,10.7143,-11,69.3448,58.2069,11.1379,3.0,0.0,3.0,0.0,0.0,,0.485479,0.731261,0.268739,56.3333,41.2222,15.1111,23.7778,16.4444,12.963,6.14815,3.7037,18.5926,0.456518,0.723478,0.276522,52.8929,38.3571,14.5357,22.1071,15.2143,13.9286,8.03571,4.60714,18.5,-52.395300000000006,-0.4236000000000004,0.03363224285581401,0.026796838020730962,0.06629409659741592,1.0370370370370008,-0.35317460317460103,0.028961000000000015,0.007783000000000095,-0.007782999999999984,3.440400000000004,2.865099999999998,0.5754000000000001,1.6707,1.230100000000002,-0.9656000000000002,-1.8875599999999997,-0.9034400000000002,0.0926000000000009
2003,136,1272,1113,0,71,84,0,N,NCAA Tourney,0,0,21.7059,36.0,0.490455096374738,0.341731536264805,0.625227941210445,14.1428571428571,26.0,0.52627402406509,0.330580134151563,0.674953734794325,13.5714285714286,23.4285714285714,0.793103,0.62069,0.172414,74.5172,65.8276,8.68966,-3,75.9655,69.1724,6.7931,11.0,3.0,8.0,0.0,0.0,,0.442547,0.669217,0.330783,60.3214,40.3571,19.9643,22.2143,16.9286,13.8929,7.53571,5.03571,18.2857,0.482837,0.778638,0.221362,56.4643,43.9643,12.5,26.3214,15.6429,13.8571,5.17857,4.35714,19.3214,-14.2941,1.89656,-0.035818927690352054,0.011151402113242004,-0.04972579358387996,0.5714285714285001,2.5714285714286014,-0.04028999999999999,-0.1094210000000001,0.10942099999999999,3.8570999999999955,-3.607199999999999,7.4643000000000015,-4.107099999999999,1.2857000000000003,0.03579999999999828,2.3571400000000002,0.6785699999999997,-1.035700000000002
