ID,Pred
2014_1107_1110,0.4226097488454766
2014_1107_1112,0.1683929115780089
2014_1107_1113,0.3850651434614973
2014_1107_1124,0.3728252616288367
2014_1107_1140,0.3728252616288367
2014_1107_1142,0.7266748181642061
2014_1107_1153,0.2181215588251743
2014_1107_1157,0.4533259027534819
2014_1107_1160,0.3614520494606671
2014_1107_1163,0.26705115532015816
2014_1107_1166,0.24502202311273555
2014_1107_1173,0.3381785866564094
2014_1107_1174,0.29675893928039
2014_1107_1181,0.26705115532015816
2014_1107_1184,0.32412636905657266
2014_1107_1196,0.1311564409285333
2014_1107_1203,0.28166702013519374
2014_1107_1211,0.2181215588251743
2014_1107_1217,0.1830557649774993
2014_1107_1234,0.4226097488454766
2014_1107_1235,0.24502202311273555
2014_1107_1242,0.30518490612466
2014_1107_1243,0.4226097488454766
2014_1107_1246,0.32829129118167205
2014_1107_1257,0.1899701763439734
2014_1107_1264,0.25119628651516335
2014_1107_1269,0.28166702013519374
2014_1107_1272,0.32412636905657266
2014_1107_1273,0.2898854122606948
2014_1107_1276,0.2740771314630703
2014_1107_1277,0.26705115532015816
2014_1107_1291,0.5773902511545235
2014_1107_1295,0.24702678376575757
2014_1107_1300,0.201146420604731
2014_1107_1301,0.43159288031381277
2014_1107_1304,0.4374128136287813
2014_1107_1307,0.2181215588251743
2014_1107_1308,0.29675893928039
2014_1107_1314,0.3142825967348909
2014_1107_1326,0.29675893928039
2014_1107_1328,0.3142825967348909
2014_1107_1329,0.4088288246061354
2014_1107_1332,0.3142825967348909
2014_1107_1338,0.29675893928039
2014_1107_1344,0.3614520494606671
2014_1107_1361,0.17650437844475278
2014_1107_1372,0.13442954902775348
2014_1107_1386,0.30518490612466
2014_1107_1387,0.22827511185129454
2014_1107_1390,0.4088288246061354
2014_1107_1393,0.19713284191796976
2014_1107_1397,0.4226097488454766
2014_1107_1400,0.3381785866564094
2014_1107_1409,0.4088288246061354
2014_1107_1411,0.5
2014_1107_1417,0.26705115532015816
2014_1107_1418,0.39825609461401745
2014_1107_1433,0.26705115532015816
2014_1107_1437,0.17359699713622437
2014_1107_1438,0.21360211434298362
2014_1107_1444,0.32412636905657266
2014_1107_1451,0.4445029571089002
2014_1107_1454,0.44583765982127643
2014_1107_1455,0.10115246747671199
2014_1107_1458,0.24502202311273555
2014_1107_1459,0.4704417355778219
2014_1107_1462,0.4088288246061354
2014_1110_1112,0.21670186607187578
2014_1110_1113,0.4610703012522848
2014_1110_1124,0.4481752587616827
2014_1110_1140,0.4481752587616827
2014_1110_1142,0.7841279039594194
2014_1110_1153,0.2759626285520873
2014_1110_1157,0.5311664619232782
2014_1110_1160,0.4361017665486143
2014_1110_1163,0.3323519938434478
2014_1110_1166,0.3071938456816471
2014_1110_1173,0.41111633511957607
2014_1110_1174,0.3656996135390188
2014_1110_1181,0.3323519938434478
2014_1110_1184,0.39584610537113774
2014_1110_1196,0.17097923888114766
2014_1110_1203,0.3488408187841133
2014_1110_1211,0.2759626285520873
2014_1110_1217,0.23438564165009856
2014_1110_1234,0.5
2014_1110_1235,0.3071938456816471
2014_1110_1242,0.37503912209992096
2014_1110_1243,0.5
2014_1110_1246,0.4003866631107234
2014_1110_1257,0.24266298520534993
2014_1110_1264,0.3142825967348909
2014_1110_1269,0.3488408187841133
2014_1110_1272,0.39584610537113774
2014_1110_1273,0.35804226639329245
2014_1110_1276,0.340298342119522
2014_1110_1277,0.3323519938434478
2014_1110_1291,0.6511591812158867
2014_1110_1295,0.30949876035956286
2014_1110_1300,0.2559596673675165
2014_1110_1301,0.5091774753070344
2014_1110_1304,0.5150955339960459
2014_1110_1307,0.2759626285520873
2014_1110_1308,0.3656996135390188
2014_1110_1314,0.3850651434614973
2014_1110_1326,0.3656996135390188
2014_1110_1328,0.3850651434614973
2014_1110_1329,0.48581884031442935
2014_1110_1332,0.3850651434614973
2014_1110_1338,0.3656996135390188
2014_1110_1344,0.4361017665486143
2014_1110_1361,0.2265065498131298
2014_1110_1372,0.17504593247281072
2014_1110_1386,0.37503912209992096
2014_1110_1387,0.2878175446745047
2014_1110_1390,0.48581884031442935
2014_1110_1393,0.25119628651516335
2014_1110_1397,0.5
2014_1110_1400,0.41111633511957607
2014_1110_1409,0.48581884031442935
2014_1110_1411,0.5773902511545235
2014_1110_1417,0.3323519938434478
2014_1110_1418,0.47485436006185056
2014_1110_1433,0.3323519938434478
2014_1110_1437,0.22299856901230888
2014_1110_1438,0.27065959133671785
2014_1110_1444,0.39584610537113774
2014_1110_1451,0.5222759020308736
2014_1110_1454,0.5236240039828829
2014_1110_1455,0.13326250451647378
2014_1110_1458,0.3071938456816471
2014_1110_1459,0.5482736951963438
2014_1110_1462,0.48581884031442935
2014_1112_1113,0.7556462286879972
2014_1112_1124,0.7459153651485693
2014_1112_1140,0.7459153651485693
2014_1112_1142,0.9292270948351324
2014_1112_1153,0.5794249746617276
2014_1112_1157,0.803737321995743
2014_1112_1160,0.7365265518517914
2014_1112_1163,0.642773964148725
2014_1112_1166,0.615790679266248
2014_1112_1173,0.7161895822125265
2014_1112_1174,0.6757438934831251
2014_1112_1181,0.642773964148725
2014_1112_1184,0.7031174658071121
2014_1112_1196,0.42709530363028203
2014_1112_1203,0.659451852039175
2014_1112_1211,0.5794249746617276
2014_1112_1217,0.5252983955074492
2014_1112_1234,0.7832981339281242
2014_1112_1235,0.615790679266248
2014_1112_1242,0.6844572801326451
2014_1112_1243,0.7832981339281242
2014_1112_1246,0.7070576953450899
2014_1112_1257,0.5366481832249995
2014_1112_1264,0.6235908714035662
2014_1112_1269,0.659451852039175
2014_1112_1272,0.7031174658071121
2014_1112_1273,0.6684359192805168
2014_1112_1276,0.6509064228621727
2014_1112_1277,0.642773964148725
2014_1112_1291,0.8709212955065658
2014_1112_1295,0.6183444539007377
2014_1112_1300,0.5542643068510861
2014_1112_1301,0.7894652154234343
2014_1112_1304,0.7933751496503658
2014_1112_1307,0.5794249746617276
2014_1112_1308,0.6757438934831251
2014_1112_1314,0.6935751475738738
2014_1112_1326,0.6757438934831251
2014_1112_1328,0.6935751475738738
2014_1112_1329,0.7735123128163081
2014_1112_1332,0.6935751475738738
2014_1112_1338,0.6757438934831251
2014_1112_1344,0.7365265518517914
2014_1112_1361,0.5142080544326753
2014_1112_1372,0.43406414072579086
2014_1112_1386,0.6844572801326451
2014_1112_1387,0.5936279073193015
2014_1112_1390,0.7735123128163081
2014_1112_1393,0.54803852194383
2014_1112_1397,0.7832981339281242
2014_1112_1400,0.7161895822125265
2014_1112_1409,0.7735123128163081
2014_1112_1411,0.831607088421991
2014_1112_1417,0.642773964148725
2014_1112_1418,0.7657242675288031
2014_1112_1433,0.642773964148725
2014_1112_1437,0.5091774753070344
2014_1112_1438,0.572904696369718
2014_1112_1444,0.7031174658071121
2014_1112_1451,0.7980503841179768
2014_1112_1454,0.7989198895629294
2014_1112_1455,0.35722603585127516
2014_1112_1458,0.615790679266248
2014_1112_1459,0.814374479055
2014_1112_1462,0.7735123128163081
2014_1113_1124,0.4870000467654667
2014_1113_1140,0.4870000467654667
2014_1113_1142,0.8093698271142139
2014_1113_1153,0.308201070754081
2014_1113_1157,0.5697576127530867
2014_1113_1160,0.47478052761399236
2014_1113_1163,0.3678313038114853
2014_1113_1166,0.34136062859643307
2014_1113_1173,0.44934492419717853
2014_1113_1174,0.4025922140694843
2014_1113_1181,0.3678313038114853
2014_1113_1184,0.43370051134481724
2014_1113_1196,0.19424359491189042
2014_1113_1203,0.3850651434614973
2014_1113_1211,0.308201070754081
2014_1113_1217,0.2635348712548048
2014_1113_1234,0.5389296987477151
2014_1113_1235,0.34136062859643307
2014_1113_1242,0.4122615394352086
2014_1113_1243,0.5389296987477151
2014_1113_1246,0.43836022610172043
2014_1113_1257,0.2724752650270808
2014_1113_1264,0.3488408187841133
2014_1113_1269,0.3850651434614973
2014_1113_1272,0.43370051134481724
2014_1113_1273,0.3946429972638151
2014_1113_1276,0.3761480217887757
2014_1113_1277,0.3678313038114853
2014_1113_1291,0.6857174032651091
2014_1113_1295,0.3437946873209093
2014_1113_1300,0.28678691350304625
2014_1113_1301,0.54803852194383
2014_1113_1304,0.5538985357000316
2014_1113_1307,0.308201070754081
2014_1113_1308,0.4025922140694843
2014_1113_1314,0.4226097488454766
2014_1113_1326,0.4025922140694843
2014_1113_1328,0.4226097488454766
2014_1113_1329,0.5248033115477722
2014_1113_1332,0.4226097488454766
2014_1113_1338,0.4025922140694843
2014_1113_1344,0.47478052761399236
2014_1113_1361,0.255002267872412
2014_1113_1372,0.19873098022566293
2014_1113_1386,0.4122615394352086
2014_1113_1387,0.32082723251618
2014_1113_1390,0.5248033115477722
2014_1113_1393,0.28166702013519374
2014_1113_1397,0.5389296987477151
2014_1113_1400,0.44934492419717853
2014_1113_1409,0.5248033115477722
2014_1113_1411,0.6149348565385028
2014_1113_1417,0.3678313038114853
2014_1113_1418,0.5138382445144068
2014_1113_1433,0.3678313038114853
2014_1113_1437,0.25119628651516335
2014_1113_1438,0.30253738428930266
2014_1113_1444,0.43370051134481724
2014_1113_1451,0.5609940261267043
2014_1113_1454,0.5623244297615189
2014_1113_1455,0.15233794620493837
2014_1113_1458,0.34136062859643307
2014_1113_1459,0.5865527662712238
2014_1113_1462,0.5248033115477722
2014_1124_1140,0.5
2014_1124_1142,0.8172658693770961
2014_1124_1153,0.3193998064333563
2014_1124_1157,0.5824584575956544
2014_1124_1160,0.48776443503262146
2014_1124_1163,0.3800065725199188
2014_1124_1166,0.3531491774353689
2014_1124_1173,0.4622454298375593
2014_1124_1174,0.41516244927491197
2014_1124_1181,0.3800065725199188
2014_1124_1184,0.4465160754866454
2014_1124_1196,0.20251373190263974
2014_1124_1203,0.39745221049610224
2014_1124_1211,0.3193998064333563
2014_1124_1217,0.2737528573924089
2014_1124_1234,0.5518247412383174
2014_1124_1235,0.3531491774353689
